trait1	trait2	p.value	BH
SED.Trehalose_alpha_alpha_seeds	DEV.CompInt	0.098103054	0.389376951
SED.Tyrosine_seeds	DEV.CompInt	0.666518234	0.882735789
SED.Uracil_seeds	DEV.CompInt	0.79113786	0.932598271
SED.Urea_seeds	DEV.CompInt	0.433798172	0.753259063
SED.Valine_seeds	DEV.CompInt	0.597610293	0.849726137
SED.X4_Hydroxy_Benzoate_seeds	DEV.CompInt	0.235093311	0.586342786
WAX.pct_iso	DEV.CompInt	0.072994487	0.333501686
WAX.pct_anteiso	DEV.CompInt	0.469487227	0.775447636
WAX.mindex	DEV.CompInt	0.288005876	0.640761521
WAX.nalk_CPI	DEV.CompInt	0.027035742	0.186456609
WAX.nalk_ACL	DEV.CompInt	0.954044882	0.986643708
WAX.anteiso_CPI	DEV.CompInt	0.932744669	0.98034884
WAX.anteiso_ACL	DEV.CompInt	0.141271117	0.463326851
WAX.iso_CPI	DEV.CompInt	0.935359638	0.9811945
WAX.iso_ACL	DEV.CompInt	0.503364003	0.795948023
WAX.13eps_iC31	DEV.CompInt	0.089202097	0.369848161
WAX.13eps_nC31	DEV.CompInt	0.148039719	0.473634763
WAX.13eps_iC33	DEV.CompInt	0.226596804	0.57658812
WAX.13eps_nC33	DEV.CompInt	0.282388333	0.634115314
WAX.i31_n31	DEV.CompInt	0.940194539	0.982713427
WAX.i33_n33	DEV.CompInt	0.916432204	0.975185168
DEV.CompAll	DEV.CompPri	0	0
DEV.CompInt	DEV.CompPri	1.33E-15	3.84E-13
DEV.CompPri	DEV.CompPri	NA	NA
DEV.CompRachis	DEV.CompPri	0	0
DEV.CompSec	DEV.CompPri	1.33E-15	3.84E-13
DEV.CotPaveAR	DEV.CompPri	0.253451404	0.604676843
DEV.CotPaveArea	DEV.CompPri	0.232458122	0.583199413
DEV.CotPaveCirc	DEV.CompPri	0.686137006	0.891259628
DEV.CotPaveCnt	DEV.CompPri	0.212704105	0.560490248
DEV.CotPaveRound	DEV.CompPri	0.324136101	0.672521471
DEV.CotPaveSolid	DEV.CompPri	0.972927775	0.992246921
DEV.CotStom	DEV.CompPri	0.101202346	0.394951829
DEV.CotStomInd	DEV.CompPri	0.731107484	0.911079485
DEV.FlowTime	DEV.CompPri	0.008079527	0.083454962
DEV.LatLfSize	DEV.CompPri	0.027108185	0.1866304
DEV.LatPC1	DEV.CompPri	0.149524802	0.476065034
DEV.LatPC2	DEV.CompPri	0.041805884	0.242209106
DEV.LatPC3	DEV.CompPri	0.398925717	0.730367045
DEV.LatPC4	DEV.CompPri	0.083761907	0.358068709
DEV.LatPC5	DEV.CompPri	0.084001391	0.358581821
DEV.LfAbStom	DEV.CompPri	0.001018792	0.017696605
DEV.LfAdStom	DEV.CompPri	0.21895497	0.568178378
DEV.LfStomRatio	DEV.CompPri	0.583712769	0.842607485
DEV.LftAR	DEV.CompPri	0.512561835	0.801181472
DEV.LftCirc	DEV.CompPri	0.003997555	0.050912099
DEV.LftRound	DEV.CompPri	0.435150977	0.754202451
DEV.LftSolid	DEV.CompPri	0.007060076	0.075893264
DEV.TermLfSize	DEV.CompPri	0.005019554	0.059658672
DEV.TermPC1	DEV.CompPri	0.019713327	0.152492601
DEV.TermPC3	DEV.CompPri	0.020551852	0.156310329
DEV.TermPC4	DEV.CompPri	0.040330867	0.236902549
DEV.TermPC5	DEV.CompPri	0.001960938	0.029467804
ENZ.aa_cont	DEV.CompPri	0.120554276	0.430577379
ENZ.ac_inv	DEV.CompPri	0.43354819	0.752940986
ENZ.aconi	DEV.CompPri	0.403689909	0.732614665
ENZ.agpa	DEV.CompPri	0.040918812	0.239000729
ENZ.ala_ami	DEV.CompPri	0.429680042	0.751198514
ENZ.asp_ami	DEV.CompPri	0.979242292	0.993992593
ENZ.fbp_ald	DEV.CompPri	0.107256779	0.405570997
ENZ.fru_kin	DEV.CompPri	0.896115155	0.967483611
ENZ.fructose_e	DEV.CompPri	0.951962513	0.986102267
ENZ.fuma	DEV.CompPri	0.405325716	0.733609965
ENZ.g6pdh	DEV.CompPri	0.43174983	0.751965857
ENZ.gadph	DEV.CompPri	0.280691621	0.632030746
ENZ.gapdh_p	DEV.CompPri	0.013904632	0.121101507
ENZ.gluc_kin	DEV.CompPri	0.931443915	0.979976695
ENZ.glucose_e	DEV.CompPri	7.01E-05	0.00199758
ENZ.gluta_dh	DEV.CompPri	0.349179328	0.693793896
ENZ.iso_ci_dh	DEV.CompPri	0.968026763	0.990916414
ENZ.mal_dh	DEV.CompPri	0.103477572	0.397803486
ENZ.pep_car	DEV.CompPri	0.568520596	0.833751346
ENZ.ph_fru_kin	DEV.CompPri	0.241352437	0.593197099
ENZ.ph_fru_kin_a	DEV.CompPri	0.27200386	0.623871069
ENZ.ph_glu_is_c	DEV.CompPri	0.618939198	0.859745374
ENZ.ph_glu_is_t	DEV.CompPri	0.144727443	0.468888748
ENZ.ph_glu_mut	DEV.CompPri	0.212383392	0.56006732
ENZ.ph_gly_kin	DEV.CompPri	0.658894196	0.878907531
ENZ.pro_con	DEV.CompPri	0.879446401	0.961153019
ENZ.pyr_kin	DEV.CompPri	0.140614676	0.46246663
ENZ.shik_de	DEV.CompPri	0.991770953	0.998483205
ENZ.starch	DEV.CompPri	0.025254682	0.178893729
ENZ.suc_p_syn	DEV.CompPri	0.443584974	0.75994035
ENZ.suc_syn	DEV.CompPri	0.55393675	0.826472213
ENZ.succ_co_l	DEV.CompPri	0.564938271	0.831748548
ENZ.sucrose_e	DEV.CompPri	0.274080581	0.625094132
ENZ.tr_ph_iso	DEV.CompPri	0.248781901	0.599933853
ENZ.udp_glu	DEV.CompPri	0.528855258	0.811020922
MET.a_tocopherol	DEV.CompPri	0.726431749	0.908863135
MET.aconitate	DEV.CompPri	0.241355948	0.593197099
MET.alanine	DEV.CompPri	0.386887615	0.721601909
MET.arabinose	DEV.CompPri	0.383479013	0.720039836
MET.arginine	DEV.CompPri	0.014761549	0.125937001
MET.asparagine	DEV.CompPri	0.093890091	0.380761353
MET.aspartate	DEV.CompPri	0.075097526	0.338465338
MET.b_alanine	DEV.CompPri	0.948415787	0.985225502
MET.benzoate	DEV.CompPri	0.060592886	0.303256087
MET.citramalate	DEV.CompPri	0.047908193	0.262551542
MET.citrate	DEV.CompPri	0.255769974	0.606586083
MET.cysteine	DEV.CompPri	0.025813365	0.181335484
MET.dehydroascorbate	DEV.CompPri	0.199653109	0.544466001
MET.erythritol	DEV.CompPri	0.225586445	0.575846622
MET.fa16_0	DEV.CompPri	0.910969854	0.972926357
MET.fa18_0	DEV.CompPri	0.795396229	0.934374938
MET.fa18_2	DEV.CompPri	0.180775499	0.520548559
MET.fructose	DEV.CompPri	0.028817177	0.193493679
MET.fructose_6p	DEV.CompPri	0.242500107	0.594388495
MET.fucose	DEV.CompPri	0.801904955	0.936424828
MET.fumarate	DEV.CompPri	0.215321901	0.564040117
MET.gaba	DEV.CompPri	0.883331368	0.962597334
MET.galactose	DEV.CompPri	0.87537948	0.960001831
MET.galacturonate	DEV.CompPri	0.773221568	0.926204014
MET.gluconate	DEV.CompPri	0.470830348	0.77627883
MET.glucose	DEV.CompPri	0.007990953	0.08286058
MET.glucose_6p	DEV.CompPri	0.334640889	0.681465601
MET.glutamate	DEV.CompPri	0.628970224	0.865455435
MET.glutamine	DEV.CompPri	0.70050965	0.897425752
MET.glycerate	DEV.CompPri	0.250345182	0.601685725
MET.glycerate_3p	DEV.CompPri	0.728165623	0.909434741
MET.glycerol	DEV.CompPri	0.430105738	0.75144231
MET.glycerol_1p	DEV.CompPri	0.347841656	0.692952876
MET.glycine	DEV.CompPri	0.545617509	0.820762035
MET.homoserine	DEV.CompPri	0.705050228	0.899817387
MET.inositol	DEV.CompPri	0.11776456	0.425697587
MET.inositol_1p	DEV.CompPri	0.354684927	0.698824761
MET.isocitrate	DEV.CompPri	0.270350089	0.622919976
MET.isoleucine	DEV.CompPri	0.156835193	0.486906417
MET.isomaltose	DEV.CompPri	0.353232658	0.697831627
MET.l_ascorbate	DEV.CompPri	0.211698011	0.559235686
MET.leucine	DEV.CompPri	0.064288339	0.312893783
MET.lysine	DEV.CompPri	0.121072156	0.431751208
MET.malate	DEV.CompPri	0.849762649	0.952788961
MET.maleate	DEV.CompPri	0.037237738	0.225947186
MET.maltitol	DEV.CompPri	0.829964216	0.945950168
MET.maltose	DEV.CompPri	0.229620029	0.579998771
MET.mannitol	DEV.CompPri	0.519212731	0.804944313
MET.mannose	DEV.CompPri	0.824117688	0.944096152
MET.methionine	DEV.CompPri	0.331214081	0.679308548
MET.oxoproline_5	DEV.CompPri	0.165874054	0.499766622
MET.phenylalanine	DEV.CompPri	0.76730217	0.923652077
MET.phosphate	DEV.CompPri	0.585381582	0.843767721
MET.proline	DEV.CompPri	0.778793986	0.927627923
MET.putrescine	DEV.CompPri	0.910598097	0.972867756
MET.quinate	DEV.CompPri	0.162371737	0.494736731
MET.rhamnose	DEV.CompPri	0.75621705	0.918854972
MET.ribose	DEV.CompPri	0.264411814	0.61590378
MET.s_me_cysteine	DEV.CompPri	0.691003928	0.893582533
MET.saccharate	DEV.CompPri	0.523938454	0.807422279
MET.serine	DEV.CompPri	0.906881556	0.971718375
MET.shikimate	DEV.CompPri	0.231532935	0.582194796
MET.sorbitol	DEV.CompPri	0.447271686	0.761867415
MET.succinate	DEV.CompPri	0.600829898	0.851163008
MET.sucrose	DEV.CompPri	0.776455786	0.927392252
MET.t4_ho_proline	DEV.CompPri	0.66394763	0.881125583
MET.threonate	DEV.CompPri	0.610184598	0.85583141
MET.threonine	DEV.CompPri	0.632923127	0.867790762
MET.trehalose	DEV.CompPri	0.613977147	0.857752267
MET.tryptophan	DEV.CompPri	0.867070931	0.957341611
MET.tyrosine	DEV.CompPri	0.238404968	0.589445539
MET.uracil	DEV.CompPri	0.038412791	0.229931188
MET.valine	DEV.CompPri	0.143543258	0.466782645
MOR.Anther_L_W	DEV.CompPri	0.243800462	0.595417318
MOR.Anther_length	DEV.CompPri	0.49015134	0.787927365
MOR.Anther_width	DEV.CompPri	0.415031693	0.740076298
MOR.BM	DEV.CompPri	0.005791453	0.065973027
MOR.BX	DEV.CompPri	0.031993425	0.206873556
MOR.BY	DEV.CompPri	0.005321303	0.062084094
MOR.EA	DEV.CompPri	0.486319719	0.784965899
MOR.flowers_inf	DEV.CompPri	0.104204273	0.399235831
MOR.flowers_plant	DEV.CompPri	0.28662155	0.639003369
MOR.FN	DEV.CompPri	0.051094874	0.273477367
MOR.Fruit_L_Pt	DEV.CompPri	0.743556656	0.915450541
MOR.Fruit_L_W	DEV.CompPri	0.911078552	0.972926357
MOR.Fruit_length	DEV.CompPri	0.266130926	0.618208944
MOR.Fruit_locule	DEV.CompPri	0.435858203	0.754433853
MOR.Fruit_peric_thick	DEV.CompPri	0.009005446	0.089816797
MOR.Fruit_W_Pt	DEV.CompPri	0.70717154	0.900810718
MOR.Fruit_width	DEV.CompPri	0.033086629	0.210669294
MOR.FW	DEV.CompPri	0.134798712	0.453589314
MOR.HI	DEV.CompPri	0.741723229	0.914273264
MOR.inf	DEV.CompPri	0.072474347	0.332483199
MOR.Ovary_L_W	DEV.CompPri	0.201955391	0.546957628
MOR.Ovary_length	DEV.CompPri	0.453706726	0.766020424
MOR.Ovary_width	DEV.CompPri	0.205813319	0.551707689
MOR.PW	DEV.CompPri	0.012515358	0.112831886
MOR.RED	DEV.CompPri	0.038011717	0.228560673
MOR.Seed_L_W	DEV.CompPri	0.363965987	0.705702224
MOR.Seed_Length	DEV.CompPri	0.188786077	0.530878978
MOR.Seed_Width	DEV.CompPri	0.45502926	0.766879766
MOR.Seed_Wt	DEV.CompPri	0.017226877	0.139804653
MOR.SN_fruit	DEV.CompPri	0.038270828	0.229530953
MOR.SN_fruit_unit	DEV.CompPri	0.261203763	0.612820841
MOR.SN_plant	DEV.CompPri	0.013360065	0.118115756
MOR.Style_L_W	DEV.CompPri	0.068494484	0.323108438
MOR.Style_length	DEV.CompPri	0.14205438	0.464210953
MOR.Style_width	DEV.CompPri	0.193464507	0.536535939
MOR.SW_fruit	DEV.CompPri	0.01750522	0.141406988
MOR.SW_plant	DEV.CompPri	0.005989546	0.067568566
MOR.TY	DEV.CompPri	0.036783649	0.224409149
SED.Adenine_seeds	DEV.CompPri	0.249583737	0.600805329
SED.Alanine_seeds	DEV.CompPri	0.938810508	0.982221275
SED.Arginine_seeds	DEV.CompPri	0.335561067	0.6820813
SED.Asparagine_seeds	DEV.CompPri	0.533223585	0.813758842
SED.Aspartate_seeds	DEV.CompPri	0.514714227	0.8023689
SED.Benzoate_seeds	DEV.CompPri	0.731497055	0.911086964
SED.Citrate_seeds	DEV.CompPri	0.242079334	0.593998459
SED.Erythritol_seeds	DEV.CompPri	0.216393536	0.565381817
SED.Fructose_seeds	DEV.CompPri	0.895879108	0.967483611
SED.Fumarate_seeds	DEV.CompPri	0.699480456	0.896805112
SED.GABA_seeds	DEV.CompPri	0.626858883	0.864519949
SED.Galactinol_seeds	DEV.CompPri	0.823940608	0.944096152
SED.Galactonic_acid_1_4_lactone_seeds	DEV.CompPri	0.974525731	0.992297583
SED.Glutamate_seeds	DEV.CompPri	0.681728709	0.889360688
SED.Glycerate_seeds	DEV.CompPri	0.31223563	0.663928044
SED.Glycerol_1P_seeds	DEV.CompPri	0.654699067	0.876882859
SED.Glycerol_seeds	DEV.CompPri	0.743602108	0.915450541
SED.Glycine_seeds	DEV.CompPri	0.682833271	0.890189586
SED.Glycolate_seeds	DEV.CompPri	0.201044868	0.546349592
SED.Isoleucine_seeds	DEV.CompPri	0.849315779	0.952659703
SED.Lysine_seeds	DEV.CompPri	0.880442673	0.961567638
SED.Malate_seeds	DEV.CompPri	0.0104913	0.099829767
SED.Maltotriose_seeds	DEV.CompPri	0.810732102	0.939713289
SED.Melezitose_seeds	DEV.CompPri	0.028657061	0.19274251
SED.Myo_Inositol_seeds	DEV.CompPri	0.096660923	0.386625907
SED.NA_sugar_seeds	DEV.CompPri	0.97592389	0.992605743
SED.Nicotinate_seeds	DEV.CompPri	0.531105762	0.812147546
SED.Nonanoate_seeds	DEV.CompPri	0.366659095	0.707657535
SED.Octadecanoate_seeds	DEV.CompPri	0.696695839	0.89568713
SED.Phenylalanine_seeds	DEV.CompPri	0.811996785	0.940153483
SED.Phosphate_seeds	DEV.CompPri	0.693359552	0.894377758
SED.Proline_seeds	DEV.CompPri	0.30765121	0.659727092
SED.Putrescine_seeds	DEV.CompPri	0.960748636	0.988653104
SED.Raffinose_seeds	DEV.CompPri	0.501490439	0.795046012
SED.Salicylate_seeds	DEV.CompPri	0.7181443	0.904902406
SED.Serine_seeds	DEV.CompPri	0.801323706	0.936352048
SED.Succinate_seeds	DEV.CompPri	0.040663416	0.238055914
SED.Threonine_seeds	DEV.CompPri	0.464283488	0.772506332
SED.Trehalose_alpha_alpha_seeds	DEV.CompPri	0.019424524	0.151443055
SED.Tyrosine_seeds	DEV.CompPri	0.891719107	0.965982977
SED.Uracil_seeds	DEV.CompPri	0.083079683	0.356296032
SED.Urea_seeds	DEV.CompPri	0.1539368	0.482562296
SED.Valine_seeds	DEV.CompPri	0.963343567	0.989695849
SED.X4_Hydroxy_Benzoate_seeds	DEV.CompPri	0.445583555	0.76108164
WAX.pct_iso	DEV.CompPri	0.124012289	0.436318947
WAX.pct_anteiso	DEV.CompPri	0.235209136	0.586342786
WAX.mindex	DEV.CompPri	0.122292276	0.433711964
WAX.nalk_CPI	DEV.CompPri	0.029095823	0.194710164
WAX.nalk_ACL	DEV.CompPri	0.642388015	0.871369415
WAX.anteiso_CPI	DEV.CompPri	0.715302003	0.903688092
WAX.anteiso_ACL	DEV.CompPri	0.459495475	0.76906161
WAX.iso_CPI	DEV.CompPri	0.485076379	0.784174688
WAX.iso_ACL	DEV.CompPri	0.712038815	0.90291455
WAX.13eps_iC31	DEV.CompPri	0.712629856	0.903046756
WAX.13eps_nC31	DEV.CompPri	0.9004877	0.969173193
WAX.13eps_iC33	DEV.CompPri	0.803579633	0.936839587
WAX.13eps_nC33	DEV.CompPri	0.93627318	0.981583559
WAX.i31_n31	DEV.CompPri	0.676579538	0.887124659
WAX.i33_n33	DEV.CompPri	0.726479529	0.908863135
DEV.CompAll	DEV.CompRachis	0	0
DEV.CompInt	DEV.CompRachis	0	0
DEV.CompPri	DEV.CompRachis	0	0
DEV.CompRachis	DEV.CompRachis	NA	NA
DEV.CompSec	DEV.CompRachis	5.95E-14	1.46E-11
DEV.CotPaveAR	DEV.CompRachis	0.840654355	0.950234012
DEV.CotPaveArea	DEV.CompRachis	0.090116285	0.371653578
DEV.CotPaveCirc	DEV.CompRachis	0.217773207	0.56727324
DEV.CotPaveCnt	DEV.CompRachis	0.076914646	0.342636173
DEV.CotPaveRound	DEV.CompRachis	0.762334278	0.921302032
DEV.CotPaveSolid	DEV.CompRachis	0.479615119	0.781850546
DEV.CotStom	DEV.CompRachis	0.218746887	0.567852542
DEV.CotStomInd	DEV.CompRachis	0.6641361	0.881219622
DEV.FlowTime	DEV.CompRachis	0.003314198	0.044041616
DEV.LatLfSize	DEV.CompRachis	0.003863297	0.049582824
DEV.LatPC1	DEV.CompRachis	0.045776072	0.255778945
DEV.LatPC2	DEV.CompRachis	0.0273554	0.187643148
DEV.LatPC3	DEV.CompRachis	0.263184154	0.614794393
DEV.LatPC4	DEV.CompRachis	0.064213215	0.312686506
DEV.LatPC5	DEV.CompRachis	0.002146828	0.031532661
DEV.LfAbStom	DEV.CompRachis	0.0002068	0.004897005
DEV.LfAdStom	DEV.CompRachis	0.120224523	0.430163118
DEV.LfStomRatio	DEV.CompRachis	0.790947274	0.932573842
DEV.LftAR	DEV.CompRachis	0.541791695	0.818822413
DEV.LftCirc	DEV.CompRachis	0.00440595	0.054520711
DEV.LftRound	DEV.CompRachis	0.466122633	0.773677426
DEV.LftSolid	DEV.CompRachis	0.003729687	0.048356251
DEV.TermLfSize	DEV.CompRachis	0.000679611	0.012859263
DEV.TermPC1	DEV.CompRachis	0.062378287	0.307829749
DEV.TermPC3	DEV.CompRachis	0.085013191	0.360431199
DEV.TermPC4	DEV.CompRachis	0.020033446	0.154025192
DEV.TermPC5	DEV.CompRachis	7.54E-05	0.002106034
ENZ.aa_cont	DEV.CompRachis	0.431059286	0.751750319
ENZ.ac_inv	DEV.CompRachis	0.388834697	0.723448282
ENZ.aconi	DEV.CompRachis	0.168420381	0.503102368
ENZ.agpa	DEV.CompRachis	0.013120607	0.116671192
ENZ.ala_ami	DEV.CompRachis	0.384817113	0.720430806
ENZ.asp_ami	DEV.CompRachis	0.596420984	0.849305425
ENZ.fbp_ald	DEV.CompRachis	0.351986615	0.696748136
ENZ.fru_kin	DEV.CompRachis	0.612656855	0.857158747
ENZ.fructose_e	DEV.CompRachis	0.823205024	0.943959027
ENZ.fuma	DEV.CompRachis	0.801051451	0.936352048
ENZ.g6pdh	DEV.CompRachis	0.919153289	0.975688318
ENZ.gadph	DEV.CompRachis	0.867439898	0.95736401
ENZ.gapdh_p	DEV.CompRachis	0.12640451	0.440667619
ENZ.gluc_kin	DEV.CompRachis	0.249074526	0.60032907
ENZ.glucose_e	DEV.CompRachis	3.57E-05	0.001136945
ENZ.gluta_dh	DEV.CompRachis	0.267267468	0.619592902
ENZ.iso_ci_dh	DEV.CompRachis	0.42528343	0.747850432
ENZ.mal_dh	DEV.CompRachis	0.04826696	0.26394873
ENZ.pep_car	DEV.CompRachis	0.887774694	0.964422842
ENZ.ph_fru_kin	DEV.CompRachis	0.8580402	0.954897789
ENZ.ph_fru_kin_a	DEV.CompRachis	0.818098452	0.942264189
ENZ.ph_glu_is_c	DEV.CompRachis	0.754433633	0.918470256
ENZ.ph_glu_is_t	DEV.CompRachis	0.710812101	0.902582504
ENZ.ph_glu_mut	DEV.CompRachis	0.270762883	0.623171327
ENZ.ph_gly_kin	DEV.CompRachis	0.158594248	0.48903922
ENZ.pro_con	DEV.CompRachis	0.535498228	0.814643851
ENZ.pyr_kin	DEV.CompRachis	0.919153289	0.975688318
ENZ.shik_de	DEV.CompRachis	0.167388697	0.501285297
ENZ.starch	DEV.CompRachis	0.273250772	0.625033197
ENZ.suc_p_syn	DEV.CompRachis	0.973260036	0.992246921
ENZ.suc_syn	DEV.CompRachis	0.648387551	0.873815179
ENZ.succ_co_l	DEV.CompRachis	0.950423973	0.985653714
ENZ.sucrose_e	DEV.CompRachis	0.578127589	0.839633911
ENZ.tr_ph_iso	DEV.CompRachis	0.616952319	0.858787595
ENZ.udp_glu	DEV.CompRachis	0.515541641	0.802886825
MET.a_tocopherol	DEV.CompRachis	0.802824858	0.936614015
MET.aconitate	DEV.CompRachis	0.737147625	0.912815879
MET.alanine	DEV.CompRachis	0.639963998	0.87109789
MET.arabinose	DEV.CompRachis	0.965938875	0.990192683
MET.arginine	DEV.CompRachis	0.269202136	0.621622555
MET.asparagine	DEV.CompRachis	0.120267313	0.430163118
MET.aspartate	DEV.CompRachis	0.644675676	0.871952083
MET.b_alanine	DEV.CompRachis	0.490768289	0.787928074
MET.benzoate	DEV.CompRachis	0.411549922	0.737782924
MET.citramalate	DEV.CompRachis	0.045352451	0.254552919
MET.citrate	DEV.CompRachis	0.096472365	0.386193267
MET.cysteine	DEV.CompRachis	0.084233541	0.358905282
MET.dehydroascorbate	DEV.CompRachis	0.112933956	0.416944057
MET.erythritol	DEV.CompRachis	0.404887204	0.733375064
MET.fa16_0	DEV.CompRachis	0.668783093	0.883492447
MET.fa18_0	DEV.CompRachis	0.699131048	0.896793822
MET.fa18_2	DEV.CompRachis	0.444532142	0.760240742
MET.fructose	DEV.CompRachis	0.016076811	0.133113072
MET.fructose_6p	DEV.CompRachis	0.095653472	0.384843187
MET.fucose	DEV.CompRachis	0.320548756	0.670753583
MET.fumarate	DEV.CompRachis	0.382447314	0.718929998
MET.gaba	DEV.CompRachis	0.307627098	0.659727092
MET.galactose	DEV.CompRachis	0.447805026	0.762222481
MET.galacturonate	DEV.CompRachis	0.629748591	0.865743934
MET.gluconate	DEV.CompRachis	0.558830798	0.828470213
MET.glucose	DEV.CompRachis	0.007402665	0.078506988
MET.glucose_6p	DEV.CompRachis	0.126106953	0.439958464
MET.glutamate	DEV.CompRachis	0.926847204	0.978471917
MET.glutamine	DEV.CompRachis	0.751254168	0.917796154
MET.glycerate	DEV.CompRachis	0.481477479	0.78198497
MET.glycerate_3p	DEV.CompRachis	0.193138459	0.536110187
MET.glycerol	DEV.CompRachis	0.282084561	0.633837474
MET.glycerol_1p	DEV.CompRachis	0.039346781	0.233773543
MET.glycine	DEV.CompRachis	0.548436068	0.822645609
MET.homoserine	DEV.CompRachis	0.883331368	0.962597334
MET.inositol	DEV.CompRachis	0.086423741	0.363556911
MET.inositol_1p	DEV.CompRachis	0.878891634	0.960827687
MET.isocitrate	DEV.CompRachis	0.298945997	0.651673845
MET.isoleucine	DEV.CompRachis	0.24173456	0.593599219
MET.isomaltose	DEV.CompRachis	0.809470893	0.93943851
MET.l_ascorbate	DEV.CompRachis	0.20247844	0.547419957
MET.leucine	DEV.CompRachis	0.143281109	0.466172977
MET.lysine	DEV.CompRachis	0.335471372	0.6820813
MET.malate	DEV.CompRachis	0.41103909	0.737456455
MET.maleate	DEV.CompRachis	0.157408418	0.48771148
MET.maltitol	DEV.CompRachis	0.240018212	0.591866854
MET.maltose	DEV.CompRachis	0.208307299	0.554705952
MET.mannitol	DEV.CompRachis	0.930890293	0.979918368
MET.mannose	DEV.CompRachis	0.859513394	0.955226521
MET.methionine	DEV.CompRachis	0.620099466	0.860322894
MET.oxoproline_5	DEV.CompRachis	0.386877652	0.721601909
MET.phenylalanine	DEV.CompRachis	0.962608009	0.989353017
MET.phosphate	DEV.CompRachis	0.673577403	0.885834265
MET.proline	DEV.CompRachis	0.172669221	0.509372595
MET.putrescine	DEV.CompRachis	0.560889211	0.829718469
MET.quinate	DEV.CompRachis	0.004033532	0.051269415
MET.rhamnose	DEV.CompRachis	0.665878699	0.88220676
MET.ribose	DEV.CompRachis	0.342402616	0.688300141
MET.s_me_cysteine	DEV.CompRachis	0.292263825	0.645261365
MET.saccharate	DEV.CompRachis	0.780053851	0.928179882
MET.serine	DEV.CompRachis	0.923620571	0.977388373
MET.shikimate	DEV.CompRachis	0.924178402	0.977541398
MET.sorbitol	DEV.CompRachis	0.345166823	0.690827694
MET.succinate	DEV.CompRachis	0.66025475	0.879645407
MET.sucrose	DEV.CompRachis	0.465915226	0.7736024
MET.t4_ho_proline	DEV.CompRachis	0.729937245	0.910568603
MET.threonate	DEV.CompRachis	0.542026209	0.818925173
MET.threonine	DEV.CompRachis	0.922131208	0.976719364
MET.trehalose	DEV.CompRachis	0.486627415	0.785030746
MET.tryptophan	DEV.CompRachis	0.998129731	0.999727962
MET.tyrosine	DEV.CompRachis	0.456882039	0.768092794
MET.uracil	DEV.CompRachis	0.121193168	0.431866479
MET.valine	DEV.CompRachis	0.101652465	0.395659405
MOR.Anther_L_W	DEV.CompRachis	0.2886852	0.641296931
MOR.Anther_length	DEV.CompRachis	0.396025502	0.728347309
MOR.Anther_width	DEV.CompRachis	0.422187116	0.745572422
MOR.BM	DEV.CompRachis	0.00120179	0.020125309
MOR.BX	DEV.CompRachis	0.004165561	0.052356891
MOR.BY	DEV.CompRachis	0.007874406	0.08198029
MOR.EA	DEV.CompRachis	0.116773353	0.424390331
MOR.flowers_inf	DEV.CompRachis	0.205668053	0.551564324
MOR.flowers_plant	DEV.CompRachis	0.243332136	0.595080184
MOR.FN	DEV.CompRachis	0.043690681	0.248698061
MOR.Fruit_L_Pt	DEV.CompRachis	0.302599446	0.654536013
MOR.Fruit_L_W	DEV.CompRachis	0.128761279	0.444215338
MOR.Fruit_length	DEV.CompRachis	0.152345813	0.480219004
MOR.Fruit_locule	DEV.CompRachis	0.973992687	0.992246921
MOR.Fruit_peric_thick	DEV.CompRachis	0.114369258	0.419238269
MOR.Fruit_W_Pt	DEV.CompRachis	0.530151668	0.811639653
MOR.Fruit_width	DEV.CompRachis	0.522213465	0.806283982
MOR.FW	DEV.CompRachis	0.610297665	0.855865608
MOR.HI	DEV.CompRachis	0.102291974	0.396280229
MOR.inf	DEV.CompRachis	0.067910499	0.321623205
MOR.Ovary_L_W	DEV.CompRachis	0.707351905	0.900810718
MOR.Ovary_length	DEV.CompRachis	0.446107182	0.761380311
MOR.Ovary_width	DEV.CompRachis	0.399293415	0.730418605
MOR.PW	DEV.CompRachis	0.000263523	0.0059385
MOR.RED	DEV.CompRachis	0.088865976	0.369111226
MOR.Seed_L_W	DEV.CompRachis	0.464494953	0.772528448
MOR.Seed_Length	DEV.CompRachis	0.953931641	0.986643708
MOR.Seed_Width	DEV.CompRachis	0.864954587	0.957065552
MOR.Seed_Wt	DEV.CompRachis	0.17916885	0.518431046
MOR.SN_fruit	DEV.CompRachis	0.40463756	0.733375064
MOR.SN_fruit_unit	DEV.CompRachis	0.81701685	0.942019922
MOR.SN_plant	DEV.CompRachis	0.040520847	0.237609881
MOR.Style_L_W	DEV.CompRachis	0.064809028	0.314186637
MOR.Style_length	DEV.CompRachis	0.225418598	0.575712923
MOR.Style_width	DEV.CompRachis	0.29428959	0.64768259
MOR.SW_fruit	DEV.CompRachis	0.247195634	0.598840621
MOR.SW_plant	DEV.CompRachis	0.026188996	0.182810685
MOR.TY	DEV.CompRachis	0.045787691	0.255792764
SED.Adenine_seeds	DEV.CompRachis	0.875522481	0.960001831
SED.Alanine_seeds	DEV.CompRachis	0.335053642	0.681795701
SED.Arginine_seeds	DEV.CompRachis	0.194438369	0.537701018
SED.Asparagine_seeds	DEV.CompRachis	0.743791759	0.91549141
